,name,phone number,address
1426,포도나무어린이집,02-3421-0678,"서울특별시 중랑구 신내역로 165 ,201동 103호(신내동, 우디안아파트) (신내1동)"
1427,현대해상 온마음어린이집,02-725-5355,서울특별시 종로구 신문로2가 경희궁1길 9 (사직동)
1428,디딤돌어린이집,02-416-1589,서울특별시 송파구 백제고분로23길 25 (삼전동)
1429,DB손해보험 아이사랑 어린이집,02-771-8607,"서울특별시 용산구 후암로 107 ,게이트웨이타워 (남영동)"
1430,새로미어린이집,02-6224-1215,"서울특별시 구로구 오리로 1102-10 ,213동 104호(천왕동, 천왕연지타운2단지아파트) (오류제2동)"
1431,숭실대학교어린이집,02-816-4040,서울특별시 동작구 상도로67길 20 (상도제1동)
1432,사랑이어린이집,02-308-8028,서울특별시 은평구 응암로 232-1 (응암제2동)
1433,신공덕삼성 어린이집,02-716-0101,"서울특별시 마포구 백범로37길 12 ,106-101(신공덕동, 신공덕1차삼성래미안아파트) (공덕동)"
1434,도담아이 어린이집,02-6213-5410,"서울특별시 성동구 행당로 79 ,119동 103호(행당동, 대림아파트) (행당제2동)"
1435,라임어린이집,02-976-2937,서울특별시 중랑구 중랑역로 234-7 (묵제2동)
1436,LG광화문어린이집,070-4065-0286,서울특별시 종로구 신문로2가 새문안로 58 (사직동)
1437,아이젤어린이집,02-385-7020,서울특별시 은평구 응암로22길 9-9 (응암제2동)
1438,정원어린이집,02-2603-0258,서울특별시 양천구 남부순환로29길 17-1 (신월5동)
1439,꿈에그린어린이집,02-401-7775,"서울특별시 송파구 위례광장로 121 ,장지동 901, 위례24단지 2413동 101호 (위례동)"
1440,꿈꾸는어린이집,02-6085-9000,"서울특별시 구로구 항동로 42 ,506동 103호(한양수자인에듀힐즈) (항동)"
1441,방학동행복한어린이집,02-3494-6647,서울특별시 도봉구 도당로6길 36 (방학제1동)
1442,위례키즈어린이집,02-400-4468,"서울특별시 송파구 위례광장로 163 ,장지동 879, 위례22단지 2208동 102호 (위례동)"
1443,한화태평로어린이집,02-6366-7120,"서울특별시 중구 태평로2가 세종대로 92 ,4층 (소공동)"
1444,새솔어린이집,02-3422-1592,"서울특별시 중랑구 신내역로 165 ,(신내동, 신내우디안2단지아파트 관리동) (신내1동)"
1445,한화여의도어린이집,02-3772-8165,서울특별시 영등포구 여의대로 56 (여의동)
1446,단이슬어린이집,02-3662-2313,서울특별시 강서구 공항대로8가길 40 (공항동)
1447,마미맘어린이집,02-6232-9500,"서울특별시 중랑구 신내역로 165 ,213동 103호(신내동,우디안아파트) (신내1동)"
1448,엔젤키즈어린이집,02-379-5133,서울특별시 종로구 자하문로43길 4-13 (부암동)
1449,창신제일어린이집,02-3675-1084,"서울특별시 종로구 낙산성곽동길 69 ,창신동 (창신제2동)"
1450,GS건설 꿈과 희망의 어린이집,02-3789-5971,"서울특별시 종로구 종로 33 ,그랑서울 타워2 (2층) (종로1.2.3.4가동)"
1451,연초롱어린이집,02-2066-2500,"서울특별시 구로구 오리로 1102-10 ,천왕2지구 2단지 209동1층 (오류제2동)"
1452,다니엘어린이집,02-3663-5958,"서울특별시 강서구 양천로55길 55 ,108동 102호(가양동, 가양한강자이) (가양제1동)"
1453,햇살가득어린이집,02-303-3845,"서울특별시 은평구 은평터널로 65 ,(대림한숲타운아파트)105동 103호 (수색동)"
1454,우리키즈어린이집,02-6672-8862,"서울특별시 송파구 위례광장로 121 ,위례 24단지, 2410동 101호 (위례동)"
1455,아리솔어린이집,02-483-1225,"서울특별시 송파구 올림픽로51길 62 ,1층 (풍납2동)"
1456,꿈초롱어린이집,02-6265-0965,"서울특별시 송파구 위례광장로 121 ,2414동102호(장지동, 위례24단지) (위례동)"
1457,정릉제일어린이집,02-6959-9930,"서울특별시 성북구 정릉로31가길 46 ,정릉제일어린이집 (정릉제1동)"
1458,종암중앙어린이집,02-953-3535,"서울특별시 성북구 종암로19길 18 ,종암중앙어린이집 (종암동)"
1459,아이파크어린이집,02-2605-7596,"서울특별시 양천구 목동동로 180 ,104동 104호(신정2동, 아이파크아파트) (신정2동)"
1460,위키즈어린이집,02-430-1339,"서울특별시 송파구 위례광장로 121 ,2410동102호(장지동 위례24단지) (위례동)"
1461,해나라어린이집,02-401-4199,"서울특별시 송파구 위례광장로 163 ,2209동102호(장지동, 위례22단지) (위례동)"
1462,서초구립 서리풀어린이집,02-3495-1870,"서울특별시 서초구 반포대로 121 ,(서초동, 사랑의 교회내) (서초3동)"
1463,보람빅스맘어린이집,02-514-5325,"서울특별시 송파구 위례광장로 163 ,2201동 106호 (위례동)"
1464,새롬마을어린이집,02-2689-5588,서울특별시 구로구 고척로10길 45 (오류제1동)
1465,연지어린이집,02-2682-2822,"서울특별시 구로구 오류로 39 ,연지타운1단지 104동 1층 (오류제2동)"
1466,온새미어린이집,02-857-3322,서울특별시 구로구 새말로18길 130 (구로제5동)
1467,구립 나무향기어린이집,02-2696-7982,"서울특별시 양천구 가로공원로 66 ,(신월동) (신월3동)"
1468,구립 푸른마을어린이집,02-2066-3359,"서울특별시 양천구 신정로7길 70 ,푸른마을아1단지보육시설 (신정3동)"
1469,구립둔촌푸르지오어린이집,02-475-5649,서울특별시 강동구 명일로 172 (둔촌제2동)
1470,명랑어린이집,02-395-7777,"서울특별시 서대문구 홍제내길 18 ,(홍제동) (홍제제1동)"
1471,종로생명숲어린이집,02-359-1671,"서울특별시 종로구 평창문화로 73-7 ,종로생명숲어린이집 (평창동)"
1472,구립 신사1어린이집,02-355-3387,서울특별시 은평구 은평로3가길 16 (신사제1동)
1473,구립 희망샘어린이집,02-458-1324,"서울특별시 광진구 긴고랑로37길 8 ,(중곡동) (중곡제4동)"
1474,은송어린이집,02-430-7800,서울특별시 송파구 동남로9길 17-10 (가락2동)
1475,한강어린이집,02-3280-1628,"서울특별시 동작구 서달로 91 ,(흑석동, 동부센트레빌2차 관리동) (흑석동)"
1476,서울디지털직장어린이집,02-852-5555,"서울특별시 금천구 벚꽃로 298 ,대륭포스트6차 305호 (가산동)"
1477,이레어린이집,02-516-2003,"서울특별시 강남구 강남대로146길 28 ,103동 101호 (논현1동)"
1478,산마루어린이집,02-364-6300,서울특별시 서대문구 북아현로 120 (북아현동)
1479,새솔어린이집,02-734-5900,"서울특별시 서대문구 통일로34길 19 ,새솔어린이집 (홍제제2동)"
1480,IBK참!좋은어린이집,02-830-3020,"서울특별시 구로구 디지털로32길 55 ,3층, 구로동 (구로제3동)"
1481,구립로미어린이집,02-3280-3535,서울특별시 동작구 만양로 19 (노량진제1동)
1482,구립신대방1동어린이집,02-849-4533,서울특별시 동작구 신대방1길 44 (신대방제1동)
1483,애플키즈어린이집,02-2246-9936,"서울특별시 동대문구 사가정로 65 ,래미안크레시티아파트 110동 101호 (전농제1동)"
1484,예성어린이집,02-6745-8809,"서울특별시 동대문구 사가정로 65 ,304동 101호 (전농동, 래미안크레시티아파트) (전농제1동)"
1485,신길어린이집,02-842-0961,서울특별시 영등포구 영등포로67가길 9 (신길제1동)
1486,키즈빈생태어린이집,02-2635-1999,"서울특별시 영등포구 문래동4가 선유로 26-1 ,고산빌딩1층 (문래동)"
1487,구립 성삼보듬이나눔이어린이집,02-466-3028,서울특별시 성동구 성수동2가 광나루로 242-17 (성수2가제3동)
1488,산모건강증진센터어린이집,02-404-2288,서울특별시 송파구 충민로2길 20 (장지동)
1489,서초구립 서초3단지어린이집,02-572-5004,"서울특별시 서초구 양재대로2길 34 ,우면동 408번지 서초보금자리3단지 내 별동 (양재1동)"
1490,송파위례22어린이집,02-406-5656,서울특별시 송파구 위례광장로 163 (위례동)
1491,송파위례24어린이집,02-430-3663,서울특별시 송파구 위례광장로 121 (위례동)
1492,단비어린이집,02-400-0882,서울특별시 송파구 동남로8길 9 (문정1동)
1493,새그린어린이집,02-431-1333,"서울특별시 송파구 동남로 189 ,303동 109호 (가락2동)"
1494,기쁨샘몬테소리어린이집,02-868-9807,"서울특별시 관악구 난곡로 55 ,232동 104호(신림동, 관악산휴먼시아아파트) [난향동] (난향동)"
1495,봄빛가득한어린이집,02-885-5999,"서울특별시 관악구 신림로7길 33 ,102-103 (대학동)"
1496,안젤로스어린이집,02-6080-6505,서울특별시 송파구 동남로20길 11 (가락2동)
1497,염창누리봄어린이집,02-305-0009,"서울특별시 강서구 양천로69길 58 ,염창동 동아1차 아파트 101-112 (염창동)"
1498,세곡연두 어린이집,02-451-4488,"서울특별시 강남구 자곡로3길 22 ,LH강남3단지(관리동) (세곡동)"
1499,소나무어린이집,02-866-0301,"서울특별시 관악구 난곡로45길 28 ,(신림동) [미성동] (미성동)"
1500,가로수 어린이집,02-511-5466,"서울특별시 강남구 압구정로18길 28 ,신구초등학교 (신사동)"
1501,대치도담 어린이집,02-565-6433,"서울특별시 강남구 선릉로64길 33 ,도곡초등학교(대치4동) (대치제4동)"
1502,예송어린이집,02-6365-9800,서울특별시 동대문구 이문로42길 45 (이문제2동)
1503,이든어린이집,070-4139-6095,"서울특별시 마포구 월드컵북로 235 ,7-103 (성산동,성산시영아트) (성산제2동)"
1504,미래어린이집,02-752-5506,서울특별시 용산구 후암로16나길 13 (후암동)
1505,구립 금삼어린이집,02-2233-6670,서울특별시 성동구 금호동3가 금호산길 14 (금호2.3가동)
1506,안암동 하나금융그룹 직장어린이집,02-6380-2782,서울특별시 성북구 안암동5가 안암로 75 (안암동)
1507,서초구립 리본타워어린이집,02-3462-7151,"서울특별시 서초구 바우뫼로18길 20 ,101동 1층(양재동, 리본타워) (양재1동)"
1508,서초구립 포레스타7단지어린이집,070-7204-2030,"서울특별시 서초구 청계산로11길 7-12 ,708동 1층 (내곡동)"
1509,서초구립방배열린어린이집,02-3477-6700,"서울특별시 서초구 방배로 173 ,방배열린문화센터 내 1층 (방배4동)"
1510,킨더베베어린이집,070-4100-3708,"서울특별시 동대문구 외대역동로 14 ,103동 1층 관리동 (휘경동,센트레빌아파트) (휘경제2동)"
1511,예뜰어린이집,02-2216-6509,서울특별시 동대문구 답십리로30길 11 (답십리제1동)
1512,리틀바닐라어린이집,02-6403-2333,"서울특별시 송파구 올림픽로 435 ,229동 102호(신천동, 파크리오아파트) (잠실4동)"
1513,은가람어린이집,02-2635-1700,"서울특별시 구로구 경인로67길 149 ,신도림구민생활체육관내 1층 (신도림동)"
1514,다사랑어린이집,02-3390-5550,"서울특별시 동대문구 장안벚꽃로 107 ,116-106(장안동, 현대홈타운아파트) (장안제1동)"
1515,아이숲어린이집,02-6237-3900,"서울특별시 성동구 무학로 50 ,106동 105호(하왕십리동, 벽산아파트) (왕십리도선동)"
1516,우리은행어린이집,02-463-5015,"서울특별시 성동구 성수동2가 광나루로 324 ,우리은행 화양동지점 (성수2가제3동)"
1517,ABC 어린이집,02-2299-4145,"서울특별시 성동구 왕십리로28길 20 ,, 1층(홍익동) (왕십리도선동)"
1518,강변에코비어린이집,02-3436-0260,"서울특별시 광진구 구의강변로 42 ,101동 108호 (구의제3동)"
1519,구기어린이집,02-391-7072,"서울특별시 종로구 진흥로22길 8-1 ,(구기동) (평창동)"
1520,수피아어린이집,02-6014-1212,"서울특별시 관악구 인헌12길 46-1 ,208-103 (봉천동,은천아파트) [인헌동] (인헌동)"
1521,구립 모새미어린이집,02-2648-4682,서울특별시 양천구 목동중앙본로7길 37-19 (목4동)
1522,롯데백화점노원점어린이집,070-4012-8045,서울특별시 노원구 상계로9가길 9-1 (상계2동)
1523,을지로 하나금융그룹 직장어린이집,02-779-6227,"서울특별시 중구 을지로2가 을지로 55 ,하나은행 2층 (명동)"
1524,SK브로드밴드 행복한 어린이집,02-6266-2300,"서울특별시 중구 남대문로5가 퇴계로 24 ,SK남산그린빌딩 4층 (회현동)"
1525,농심어린이집,02-822-6800,서울특별시 동작구 여의대방로 112 (신대방제2동)
1526,영인어린이집,02-444-2566,"서울특별시 광진구 아차산로 522 ,802동 101호 (현대아파트 8단지, 광장동) (광장동)"
1527,SK ecoplan 행복날개어린이집,02-6395-0202,"서울특별시 종로구 인사동7길 32 ,SK건설행복날개어린이집 (종로1.2.3.4가동)"
1528,현대다솜어린이집,02-746-7601,"서울특별시 종로구 창덕궁길 19 ,현대다솜어린이집 (가회동)"
1529,단비어린이집,02-2608-2046,서울특별시 강서구 까치산로 166 (화곡제6동)
1530,아이샘어린이집,02-2603-0191,서울특별시 강서구 까치산로12길 8-9 (화곡본동)
1531,신한마리오어린이집,02-567-6705,서울특별시 강남구 테헤란로30길 27 (역삼제2동)
1532,온새미로어린이집,02-6369-2013,"서울특별시 영등포구 당산동3가 영신로 193 ,2동 106호(당산동3가,한양아파트) (당산제1동)"
1533,잠실사임당어린이집,02-421-1052,"서울특별시 송파구 잠실로 88 ,116동 101호 (잠실동,레이크팰리스) (잠실3동)"
1534,구립 풍림아름다운어린이집,02-2293-1005,"서울특별시 성동구 난계로 84 ,행당역풍림아이원아파트 관리동 (하왕십리동) (왕십리제2동)"
1535,리본어린이집,02-975-9477,"서울특별시 중랑구 신내로 277 ,101동 1층 (묵동,묵동리본타워) (묵제1동)"
1536,꿈마루어린이집,02-2648-3418,"서울특별시 양천구 남부순환로33길 17 ,101호(신월동,대운2차아파트) (신월5동)"
1537,자연어린이집,02-889-0888,서울특별시 관악구 은천로35나길 25-4 (성현동)
1538,아기사랑어린이집,070-4208-5999,"서울특별시 강서구 허준로 175 ,가양6단지 601-106 (가양제3동)"
1539,삼성이솝어린이집,02-703-1418,"서울특별시 마포구 토정로32길 11 ,101-103 (용강동)"
1540,서이어린이집,02-459-7878,"서울특별시 강남구 헌릉로571길 20 ,강남LH1단지 111-102 (세곡동)"
1541,하늘샘어린이집,02-2665-7611,서울특별시 강서구 강서로47다길 35 (발산제1동)
1542,그린업어린이집,02-875-7578,"서울특별시 관악구 관악로30길 27 ,111동 101호(봉천동 관악푸르지오아파트) (청림동)"
1543,예금보험공사어린이집,02-318-3701,"서울특별시 중구 청계천로 30 ,2층 (명동)"
1544,행복누리어린이집,02-6486-4553,"서울특별시 송파구 오금로34길 12-14 ,102호(가락동,대림하이츠) (가락본동)"
1545,구립세움어린이집,02-826-5656,"서울특별시 동작구 등용로 24-5 ,세움교회 1층 (상도제2동)"
1546,구립아이누리어린이집,02-470-1300,서울특별시 강동구 양재대로122가길 7 (길동)
1547,구립허브림어린이집,02-476-6245,서울특별시 강동구 풍성로65길 15 (둔촌제2동)
1548,키즈네이션어린이집,070-7681-7990,서울특별시 강서구 양천로67길 71-7 (염창동)
1549,구립 꿈나무마을어린이집,02-384-1701,"서울특별시 은평구 백련산로14길 20-11 ,구립 꿈나무마을어린이집 (응암제1동)"
1550,예다솜어린이집,02-3412-1000,"서울특별시 강남구 헌릉로571길 20 ,강남LH1단지(관리동) (세곡동)"
1551,현대양재어린이집,02-578-8845,서울특별시 서초구 염곡말길 17-6 (내곡동)
1552,바른아이어린이집,02-6406-3688,"서울특별시 서초구 양재대로2길 90 ,208동 105호(우면동, LH스타힐스) (양재1동)"
1553,별나무어린이집,02-413-5999,서울특별시 송파구 가락로28길 7-6 (송파2동)
1554,칙칙폭폭어린이집,02-714-0262,"서울특별시 용산구 원효로1가 원효로83길 5-8 ,(원효1동) (원효로제1동)"
1555,햇살마루어린이집,02-903-0073,"서울특별시 도봉구 도당로2길 23 ,햇살마루어린이집 (쌍문제2동)"
1556,구립도담어린이집,02-470-2922,"서울특별시 강동구 성내로14길 18 ,(성내동, 선광아파트상가 116호) (성내제1동)"
1557,구립해그린어린이집,02-3427-3936,"서울특별시 강동구 고덕로 427 ,208동 1층 (강일동, 고덕리엔파크2단지 아파트) (강일동)"
1558,엠코어린이집,02-816-3003,"서울특별시 동작구 상도로 346-1 ,112동 105호 (상도제1동)"
1559,구립예촌어린이집,02-3486-4333,"서울특별시 관악구 남현1가길 29 ,남현동 복합청사내 1층 (남현동)"
1560,나무어린이집,02-403-0613,"서울특별시 송파구 중대로31길 18 ,가동 103호(오금동, 현대타운) (오금동)"
1561,은빛어린이집,02-2662-6601,서울특별시 강서구 방화대로44길 49 (방화제1동)
1562,프라임사랑어린이집,02-456-1279,"서울특별시 광진구 광나루로56길 29 ,11동 102호(구의동, 현대프라임아파트) (구의제3동)"
1563,행복가득한어린이집,02-6225-1999,"서울특별시 성북구 삼선동4가 삼선교로23길 23 ,104-103(코오롱아파트,삼선동) (삼선동)"
1564,애솔 어린이집,02-2602-0091,서울특별시 강서구 초록마을로 162-30 (화곡제8동)
1565,리틀브레인어린이집,02-884-8843,"서울특별시 관악구 성현로 80 ,133-101(관악드림타운, 봉천동) (성현동)"
1566,사랑별어린이집,070-7695-0395,"서울특별시 양천구 목동서로 130 ,410동 104호(목동, 목동신시가지아파트4단지) (목5동)"
1567,구립 벽산어린이집,02-2296-3062,"서울특별시 성동구 금호동1가 행당로6길 2 ,(금호동1가, 금호벽산제2관리소 2층) (금호1가동)"
1568,삼육어린이집,02-2631-7676,"서울특별시 영등포구 양평동2가 선유서로21길 19 ,101동104호(양평동2가, 양평동벽산블루밍아파트) (양평제1동)"
1569,구립 독서당어린이집,02-2299-2929,"서울특별시 성동구 매봉길 17 ,래미안리버젠 2단지 (옥수동)"
1570,래미안베베어린이집,02-6061-0403,"서울특별시 성북구 한천로 713 ,503동 101호(장위동, 래미안장위퍼스트하이) (장위제3동)"
1571,콩세알어린이집,02-6243-2600,"서울특별시 서대문구 세검정로1길 106-3 ,(홍은동) (홍은제1동)"
1572,새움터어린이집,02-854-0022,"서울특별시 구로구 디지털로33길 28 ,1차101호 (구로제3동)"
1573,아이소리어린이집,02-476-7512,"서울특별시 송파구 올림픽로 435 ,305동 104호(신천동, 파크리오) (잠실4동)"
1574,가온어린이집,02-445-7890,"서울특별시 강남구 헌릉로618길 8 ,대왕초등학교내 (세곡동)"
1575,꼬마숲상아아름어린이집,02-6084-7279,"서울특별시 양천구 월정로 62 ,102동101호(신월동,상아아름아파트) (신월2동)"
1576,꿈나무어린이집,02-878-5403,"서울특별시 관악구 신림로3가길 45-24 ,청광아파트 101동 104호 (대학동)"
1577,사랑숲어린이집,02-452-8877,"서울특별시 광진구 영화사로9길 95-2 ,(중곡동) (중곡제4동)"
1578,수연어린이집,02-546-6873,"서울특별시 강남구 봉은사로59길 22 ,. (삼성제2동)"
1579,키움어린이집,02-2602-0117,"서울특별시 양천구 남부순환로27길 6 ,101호(신월동, 온누리아파트) (신월5동)"
1580,서초구립네이처힐1단지어린이집,02-572-0109,"서울특별시 서초구 형촌길 35 ,네이처힐1단지 109동 1층 (양재1동)"
1581,서초구립네이처힐6단지어린이집,02-571-0204,"서울특별시 서초구 태봉로2길 30 ,네이처힐6단지 601동 1층 (양재1동)"
1582,엄마품어린이집,02-309-3255,"서울특별시 마포구 월드컵북로 235 ,성산시영아파트 18동 103호 (성산제2동)"
1583,한울어린이집,02-2291-0903,"서울특별시 성동구 독서당로 218 ,110-102(옥수동, 옥수삼성아파트) (옥수동)"
1584,푸르미어린이집,02-418-8777,"서울특별시 송파구 올림픽로35길 104 ,9동 107호(신천동, 장미아파트) (잠실6동)"
1585,삼성SDS더자람어린이집,02-2152-7255,"서울특별시 송파구 올림픽로35길 123 ,3층 (잠실6동)"
1586,큰꿈어린이집,02-2297-8490,"서울특별시 성동구 행당로 82 ,102동 102호(행당제2동, 해모로한진타운) (행당제2동)"
1587,다사랑어린이집,070-4224-2269,"서울특별시 양천구 목동서로 280 ,812동 103호 (목동신시가지아파트, 신정6동) (신정6동)"
1588,목화마을어린이집,02-2636-8001,"서울특별시 영등포구 문래동3가 경인로 775 ,에이스하이테크시티 1-101 (문래동)"
1589,키즈숲 어린이집,02-2256-0523,"서울특별시 중구 다산로 32 ,15동 101호(신당동, 남산타운) (약수동)"
1590,동글동글어린이집,02-3663-6031,"서울특별시 강서구 허준로 175 ,가양6단지아파트 603동 101호 (가양제3동)"
1591,에코맘어린이집,070-4234-7979,"서울특별시 송파구 송파대로32길 15 ,107동 102호(가락동, 가락금호아파트) (가락본동)"
1592,꿈쟁이어린이집,02-441-3330,"서울특별시 강동구 고덕로 210 ,506동 106호(명일동, 삼익그린맨션) (명일제1동)"
1593,중곡희망어린이집,02-446-4430,"서울특별시 광진구 용마산로30길 17 ,(중곡동) (중곡제4동)"
1594,군자티움아이어린이집,02-498-1279,"서울특별시 광진구 동일로38길 8 ,1층(군자동) (군자동)"
1595,삼광어린이집,02-2038-2822,서울특별시 동작구 동작대로17길 33-8 (사당제1동)
1596,구립해야해야어린이집,02-899-1279,서울특별시 금천구 한내로 69-15 (독산제1동)
1597,딩동댕어린이집,02-6010-5437,"서울특별시 용산구 효창원로 17 ,101동 101호(산천동,리버힐삼성아파트) (원효로제2동)"
1598,잠실키즈사랑어린이집,02-423-0179,"서울특별시 송파구 올림픽로 435 ,308동 103호 (잠실4동)"
1599,송이어린이집,02-2649-0003,"서울특별시 양천구 목동동로 430 ,610동 105호(목동, 목동신시가지아파트6단지) (목5동)"
1600,희망어린이집,070-7566-0138,"서울특별시 중랑구 신내로 127 ,910동 102호(신내동,신내아파트) (신내2동)"
1601,키즈파랑새어린이집,02-2644-9232,"서울특별시 강서구 공항대로58길 46 ,등촌동 532-7 (등촌제2동)"
1602,래미안도곡카운티어린이집,02-3462-7942,"서울특별시 강남구 선릉로 227 ,래미안도곡카운티아파트 관리동 (도곡제2동)"
1603,이랜드코코몽 어린이집,02-858-5579,서울특별시 금천구 가산디지털1로 159 (가산동)
1604,아기나무어린이집,02-2296-2301,"서울특별시 성동구 행당로 87 ,107동 103호 (행당제2동, 대림아파트) (행당제2동)"
1605,키움어린이집,02-403-7110,"서울특별시 송파구 가락로31길 19 ,102호(송파동, 경일아파트) (송파1동)"
1606,미소지움어린이집,02-2603-8696,"서울특별시 양천구 오목로10길 7-8 ,301동 101호(신월동, 신월2차미소지움) (신월2동)"
1607,아이소리어린이집,02-3672-5011,"서울특별시 종로구 지봉로5길 7 ,103-101(창신동,두산아파트) (창신제1동)"
1608,꼬모어린이집,070-4791-3727,"서울특별시 강서구 양천로 731 ,동아3차 305-103 (염창동)"
1609,하하호호어린이집,070-8815-9885,"서울특별시 강서구 공항대로75길 30 ,삼정그린코아 102-106 (염창동)"
1610,구립관악어린이집,02-888-0830,서울특별시 관악구 신림로39길 17 (서림동)
1611,구립두드림어린이집,02-862-1680,서울특별시 관악구 조원로18길 26 (조원동)
1612,구립 응암새싹어린이집,02-389-9045,서울특별시 은평구 은평로10길 5-2 (응암제1동)
1613,하나둘셋어린이집,02-430-5941,서울특별시 송파구 동남로20길 32 (가락2동)
1614,구립 서울숲어린이집,02-2295-2333,"서울특별시 성동구 금호동4가 금호로 17 ,서울숲 푸르지오2차 관리동 (금호4가동)"
1615,정다운키즈어린이집,02-338-3892,서울특별시 마포구 희우정로 27 (합정동)
1616,예은어린이집,070-8222-1273,"서울특별시 송파구 중대로 24 ,229-104 (문정2동)"
1617,한신휴플러스어린이집,02-578-7866,"서울특별시 강남구 밤고개로27길 20 ,관리동 (세곡동)"
1618,하나별어린이집,02-6403-7979,"서울특별시 은평구 진관4로 100 ,은평뉴타운 상림마을 606동 108호 (진관동)"
1619,도담어린이집,070-4407-2993,"서울특별시 용산구 새창로 70 ,105동 101호 (용문동)"
1620,그림어린이집,070-8749-5899,"서울특별시 강남구 역삼로70길 19-14 ,101호 (대치제4동)"
1621,아이다솜어린이집,02-456-3672,"서울특별시 광진구 자양로33길 50 ,(구의동) (구의제2동)"
1622,포도나무어린이집,02-6212-0516,"서울특별시 광진구 뚝섬로52마길 56 ,102동101호(자양동,로얄동아파트) (자양제2동)"
1623,현대아이사랑어린이집,02-455-6780,"서울특별시 광진구 광나루로56길 32 ,208동105호(구의동,구의현대아파트) (구의제3동)"
1624,LG사랑어린이집,02-3773-1300,"서울특별시 영등포구 여의대로 128 ,LG트윈타워 (여의동)"
1625,고운꿈어린이집,02-797-3797,"서울특별시 용산구 이촌로 181 ,106동 102호(이촌동, 한강대우아파트) (이촌제1동)"
1626,해맑은어린이집,02-415-5010,"서울특별시 송파구 올림픽로35길 104 ,28동105(신천동 11) (잠실6동)"
1627,KDB꿈나무어린이집,02-780-9066,"서울특별시 영등포구 은행로 22 ,산업은행 별관 1층 (여의동)"
1628,구립 래미안하이리버어린이집,02-2237-2255,"서울특별시 성동구 금호동2가 금호로 107 ,래미안하이리버아파트 관리동 (금호2.3가동)"
1629,무지개어린이집,02-2252-4777,"서울특별시 중구 청구로1길 23 ,113동 103호(신당동,신당삼성아파트) (청구동)"
1630,해피맘어린이집,02-2048-5756,"서울특별시 중구 청계천로 400 ,롯데캐슬베네치아 105동 704호 (황학동)"
1631,구립 금호자이햇살어린이집,02-2231-1432,"서울특별시 성동구 금호동3가 금호산8길 14 ,금호자이2차아파트 내 (금호2.3가동)"
1632,구립 수호천사어린이집,02-447-2373,"서울특별시 광진구 긴고랑로17길 8 ,(중곡동) (중곡제2동)"
1633,상암하늘빛어린이집,02-323-6796,서울특별시 마포구 월드컵로42길 2 (상암동)
1634,서초구립하나푸르니반포어린이집,02-592-5181,"서울특별시 서초구 서초중앙로33길 10 ,반포4동 (반포4동)"
1635,이베이코리아베이트리어린이집,02-566-3236,서울특별시 강남구 테헤란로25길 53 (역삼1동)
1636,다온어린이집,02-2281-2777,"서울특별시 성동구 매봉길 15 ,111동 105호(옥수동, 래미안옥수리버젠 (옥수동)"
1637,우방샛별어린이집,02-443-8669,"서울특별시 송파구 성내천로 211 ,102동 107호 (마천2동)"
1638,하늘누리어린이집,02-6401-8018,"서울특별시 강서구 남부순환로17길 58 ,1층 (발산제1동)"
1639,유하아이비클럽어린이집,02-3477-9235,"서울특별시 서초구 서초중앙로24길 33 ,교대e편한세상아파트 관리동 (서초4동)"
1640,키즈딸기어린이집,02-900-1939,"서울특별시 도봉구 덕릉로59아길 54 ,1층 (창제2동)"
1641,현대힐스어린이집,02-591-5466,"서울특별시 동작구 동작대로39길 22 ,이수힐스테이트 아 관리동1층 의무어린이집 109동 앞 (사당제2동)"
1642,WITH MOM어린이집,02-6933-7901,서울특별시 마포구 상암산로 82 (상암동)
1643,KIM&CHANG; 어린이집,02-738-6901,"서울특별시 종로구 신문로2가 경희궁길 26 ,썬타워빌딩 1층 (사직동)"
1644,한신엄마품어린이집,02-2677-5054,"서울특별시 영등포구 양평동5가 양평로24길 9 ,한신아파트 103동 101호 (양평제2동)"
1645,서초구립네이처힐3단지어린이집,02-579-6933,"서울특별시 서초구 태봉로2길 60 ,307동 1층(우면동, 서초네이처힐) (양재1동)"
1646,꿈나무어린이집,02-2231-3132,"서울특별시 중구 청계천로 400 ,101동 709호 (황학동)"
1647,잠실예닮어린이집,02-2043-6008,"서울특별시 송파구 동남로16길 5 ,1층 (가락2동)"
1648,애플그린어린이집,02-707-2220,"서울특별시 마포구 만리재옛길 60 ,1층 (공덕동)"
1649,해달별어린이집,02-6052-0233,서울특별시 강서구 방화대로6가길 6 (공항동)
1650,구립 래미안리버젠어린이집,02-2291-2013,"서울특별시 성동구 매봉길 15 ,래미안리버젠아파트 관리동 (옥수동)"
1651,딸기어린이집,02-2208-7707,"서울특별시 중랑구 망우로75길 19 ,106동P층(망우동,중랑숲리가아파트) (망우본동)"
1652,행복가득어린이집,02-402-5248,서울특별시 송파구 중대로34길 9-13 (오금동)
1653,푸른뜰어린이집,02-427-4239,"서울특별시 강동구 천호대로221길 18 ,(상일동) (상일제1동)"
1654,꼬마숲극동어린이집,02-402-7470,"서울특별시 광진구 아차산로 552 ,1동103호(광장동, 극동아파트) (광장동)"
1655,하랑어린이집,02-6379-7942,서울특별시 마포구 월드컵로13길 19-16 (망원제1동)
1656,선정어린이집,02-306-1700,"서울특별시 은평구 증산로3길 5-21 ,선정아파트 101-101 (증산동)"
1657,이레어린이집,02-2665-0011,"서울특별시 강서구 금낭화로11길 48 ,(방화동 583-37) (방화제2동)"
